animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus
31603,Max,home,96,senior,pZvRGVo35lxtBw1,dog,Golden Retriever,None,male,golden,None,large,yes,yes,yes,2019-03-14,48,no,no,yes,yes,no,Adopted
31604,Pekingese Male,foster home,24,young,62TUhJfVNxdTTfp,dog,Pekingese,None,male,brown,None,medium,no,yes,no,2019-03-26,36,no,no,yes,no,no,Not available to foster
31605,BB,shelter,6,baby,K0v2Ai3ghP3BKK8,dog,Labrador Retriever,Mixed Breed,female,black,None,medium,no,yes,yes,2019-03-10,52,no,yes,no,yes,no,Available to foster
31606,Carly,shelter,6,baby,ejROxvoyb9ViJPK,dog,Miniature Pinscher,Spitz,female,black,None,small,no,no,no,2019-04-02,29,no,no,no,yes,yes,Available to foster
31607,BT8,shelter,1,baby,nqA523ERRWsF3rf,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,no,yes,2019-03-27,35,no,no,yes,yes,yes,Available to foster
31608,Bella,shelter,2,baby,TVLy1Y53LRJiJ2t,dog,Mixed Breed,None,female,black,None,small,no,yes,yes,2019-01-05,116,no,yes,no,yes,yes,Available to foster
31609,Momo,home,4,baby,KMztMzeZnqH5hPV,dog,Mixed Breed,None,female,white,None,small,no,yes,yes,2019-02-20,70,no,no,no,yes,no,Adopted
31610,Baby,shelter,2,baby,4qL8OssDYvlvv2D,cat,Domestic Medium Hair,None,male,brown,white,small,no,no,yes,2019-03-17,45,no,no,no,yes,no,Pending
31611,Brownie,foster home,12,young,vXeTcOUM0FwvQ9f,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-04-22,9,no,no,no,yes,no,Not available to foster
31612,AS-Puppy-02,shelter,1,baby,yWKj7vSewHcBXnT,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-04-06,25,no,yes,no,yes,no,Available to foster
31613,Sophie,home,5,baby,GwU9lGy5VADwJov,dog,Mixed Breed,Mixed Breed,female,yellow,white,small,yes,yes,yes,2019-01-07,114,no,yes,yes,yes,no,Adopted
31614,MAC,foster home,4,baby,GrcEIbdYlYGo4XD,cat,Domestic Short Hair,None,male,golden,None,medium,no,no,yes,2019-02-02,88,no,yes,yes,yes,no,Not available to foster
31615,Nero,shelter,4,baby,DOkFInN0kW9deWT,dog,Mixed Breed,None,male,brown,None,large,no,yes,no,2019-01-04,117,no,yes,no,yes,yes,Available to foster
31616,Russia,foster home,5,baby,g823AK5H7r6CpTD,dog,Mixed Breed,Jack Russell Terrier,female,black,brown,medium,no,yes,yes,2019-01-15,106,no,yes,yes,yes,no,Not available to foster
31617,Naru,home,1,baby,FSrKPb4eUnjc27P,cat,Domestic Medium Hair,None,female,white,None,small,no,no,yes,2019-03-17,45,no,no,yes,yes,no,Adopted
31618,MuaChi,home,5,baby,Z75dvNme9YBj4sX,cat,Silver,None,female,black,gray,small,yes,yes,yes,2019-02-13,77,no,no,yes,yes,no,Adopted
31619,Fluffy,shelter,1,baby,czJSsfgqMmxsjQw,dog,Mixed Breed,Mixed Breed,female,black,None,medium,no,yes,yes,2019-02-15,75,no,yes,yes,yes,no,Available to foster
31620,Garfield,home,4,baby,qG6NIddoPsfvyPX,cat,Domestic Short Hair,None,male,black,brown,medium,no,no,yes,2019-03-26,36,no,no,yes,yes,yes,Adopted
31621,Lemon - Toilet Trained,home,8,young,ibrdjuiuaKG1A1G,dog,Mixed Breed,None,female,white,None,medium,no,yes,yes,2019-01-11,110,no,no,yes,yes,yes,Adopted
31622,Active Male Kitten,home,6,baby,zX7R02fmjYMheoJ,cat,American Shorthair,Domestic Short Hair,male,black,brown,small,no,no,yes,2019-03-31,31,no,yes,yes,no,yes,Adopted
31623,Dog For Adoption,home,12,young,ug7L5EgQ8itjDd3,dog,Mixed Breed,None,male,black,brown,large,no,no,yes,2019-03-26,36,no,yes,no,yes,yes,Adopted
31624,Tiger,shelter,9,young,zAcDJH255ZGW3gm,dog,Mixed Breed,None,male,brown,white,medium,no,no,no,2019-01-04,117,no,yes,no,yes,no,Available to foster
31625,Latte,foster home,1,baby,1mH6bBpDduPh489,dog,Dalmatian,Terrier,female,black,white,medium,yes,yes,yes,2019-04-11,20,no,yes,yes,no,no,Not available to foster
31626,Loveme,home,1,baby,hfV7N7X5NRhto1E,dog,Mixed Breed,Mixed Breed,female,yellow,None,small,yes,no,yes,2019-02-02,88,no,no,no,yes,yes,Adopted
31627,Mimi,home,12,young,r3B9K9BsTkqiBQ5,cat,Domestic Long Hair,Domestic Long Hair,female,gray,white,medium,yes,no,yes,2019-01-20,101,no,no,no,yes,yes,Adopted
31628,Furry,foster home,2,baby,IKjJhW07O9mDWf5,dog,Mixed Breed,None,female,black,white,medium,no,yes,yes,2019-03-14,48,no,no,no,yes,no,Not available to foster
31629,Puppy,home,2,baby,SJialLOejyyQ3Kl,dog,Mixed Breed,None,male,black,brown,small,no,no,no,2019-03-24,38,no,yes,yes,no,no,Adopted
31630,Pomeranian Mixed Poodle,shelter,3,baby,qBAgaxacbM5GPrp,dog,Pomeranian,None,male,black,white,medium,no,yes,no,2019-04-28,3,no,no,yes,yes,yes,Available to foster
31631,Kitten 1,shelter,4,baby,OF0qLmQsbodDQOT,cat,Dilute Calico,None,male,black,white,medium,no,no,yes,2019-03-20,42,no,yes,no,yes,yes,Pending
31632,Emma,home,1,baby,tVqy1XPlNTlOk80,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-02-23,67,no,no,no,yes,no,Adopted
31633,Tada,shelter,11,young,Bwn0LGi9sDnFd9q,dog,Cocker Spaniel,None,male,cream,None,medium,no,yes,yes,2019-02-11,79,no,yes,no,yes,no,Pending
31634,Tsuki,shelter,3,baby,Q3CqLifOx1FVW9I,cat,Domestic Medium Hair,Tabby,female,black,brown,small,no,yes,yes,2019-01-24,97,no,yes,no,yes,no,Available to foster
31635,Xiao Chou,foster home,2,baby,21Tu4AEyETiVmUz,dog,Mixed Breed,None,female,black,brown,medium,no,no,no,2019-04-11,20,no,yes,yes,yes,yes,Not available to foster
31636,Cremeo,foster home,2,baby,NxHT4t1tVVS4qjI,cat,Domestic Medium Hair,None,male,brown,golden,medium,no,no,yes,2019-05-01,0,no,no,no,yes,no,Not available to foster
31637,Little Bobo(2 Months Old),foster home,2,baby,ibIMVaiWQJPglip,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-01-20,101,no,yes,yes,yes,yes,Not available to foster
31638,Shih-Tzu Sue,foster home,60,adult,eSjmFOzIheOnyNJ,dog,Shih Tzu,None,female,black,white,small,yes,no,yes,2019-04-16,15,no,yes,no,yes,yes,Not available to foster
31639,Oreo,shelter,12,young,idLPyN7v3umse8y,cat,Domestic Short Hair,None,female,black,white,medium,no,no,yes,2019-02-18,72,no,no,yes,yes,no,Pending
31640,No name,shelter,2,baby,yHrp6JYKtruCq81,cat,Domestic Short Hair,None,male,golden,None,small,no,no,yes,2019-01-10,111,no,yes,no,yes,no,Available to foster
31641,Puppy,shelter,6,baby,7XMoxj6vp31Khz6,dog,Mixed Breed,Mixed Breed,female,brown,white,medium,no,yes,yes,2019-01-04,117,no,no,yes,yes,no,Available to foster
31642,No name,foster home,2,baby,1AXZjaR60d1u2LZ,dog,Mixed Breed,None,female,white,None,medium,no,no,no,2019-03-12,50,no,no,no,yes,no,Not available to foster
31643,Seeta,foster home,2,baby,AtfnPh7YGRkpA8f,dog,Weimaraner,Mixed Breed,female,brown,None,medium,no,yes,yes,2019-04-16,15,no,yes,yes,yes,yes,Not available to foster
31644,Mary,shelter,6,baby,lSMg4tB0iX2BEdS,cat,Domestic Short Hair,None,female,black,brown,medium,yes,no,yes,2019-03-03,59,no,yes,yes,yes,no,Available to foster
31645,Small Blacky,home,2,baby,wZk40Hi2GKhiceJ,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-02-02,88,no,yes,no,yes,yes,Adopted
31646,Li Li,home,1,baby,49RLIM551t34Ftw,dog,Mixed Breed,None,female,cream,None,small,no,no,yes,2019-01-20,101,no,yes,no,yes,yes,Adopted
31647,Dexter,home,41,adult,2JfU6Dxm1jJwnuS,dog,Mixed Breed,None,male,brown,golden,medium,yes,no,yes,2019-02-10,80,no,yes,yes,yes,no,Adopted
31648,Patches,home,1,baby,9ZFKFExUEhOHesP,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-02-06,84,no,yes,no,yes,yes,Adopted
31649,Mao Zai (ç«ä»),foster home,24,young,Lt78LPgDEKmFk5V,cat,Snowshoe,None,male,brown,None,medium,no,no,yes,2019-04-26,5,no,no,no,yes,no,Not available to foster
31650,Snuggles,shelter,2,baby,xH3pHj8yGlzTOOG,dog,Mixed Breed,None,female,black,brown,small,no,no,yes,2019-02-22,68,no,yes,yes,yes,yes,Available to foster
31651,Bronie,home,6,baby,xjLZKxw1BXFuRoq,dog,Golden Retriever,Mixed Breed,male,brown,None,medium,no,no,no,2019-03-16,46,no,yes,no,yes,no,Adopted
31652,Mimi,home,4,baby,Q6cfXuInRqmvQTl,dog,Mixed Breed,Mixed Breed,female,white,None,medium,no,yes,yes,2019-01-06,115,no,yes,no,yes,no,Adopted
31653,Panda,foster home,3,baby,zEn8gO76bgPKEBi,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-04-05,26,no,no,yes,yes,no,Not available to foster
31654,Grey,home,9,young,oDYtopHSxleJAtz,cat,Tuxedo,None,male,gray,white,medium,yes,yes,yes,2019-01-07,114,no,no,no,yes,no,Adopted
31655,Girl,shelter,2,baby,VDMn7Yp6KWH3ElD,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,yes,yes,2019-04-25,6,no,no,no,no,no,Pending
31656,KC,foster home,51,adult,5IfhZxuQu9dfaaL,cat,Persian,Maine Coon,female,brown,gray,medium,yes,yes,yes,2019-01-22,99,no,no,no,yes,no,Not available to foster
31657,Puma,shelter,8,young,ojHRqWo8DI5KDs7,cat,Domestic Medium Hair,None,female,black,None,small,yes,no,yes,2019-03-05,57,no,yes,no,yes,yes,Pending
31658,Mocha,foster home,6,baby,dt1qZYVvWvcvP8n,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-02-01,89,no,yes,yes,yes,yes,Not available to foster
31659,Kungki Boy,home,12,young,bsP0P96yqgtTyeH,dog,Husky,Mixed Breed,male,black,brown,medium,yes,yes,no,2019-01-16,105,no,no,no,yes,yes,Adopted
31660,No name,foster home,1,baby,vnzSED5Y2OJHwc6,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-03-24,38,no,yes,no,yes,yes,Not available to foster
31661,Mimi (Nugget),shelter,2,baby,7QOvDJaiSePFVy7,cat,Domestic Medium Hair,None,female,cream,white,medium,no,yes,yes,2019-01-08,113,no,no,no,yes,no,Pending
31662,Franny,shelter,1,baby,cUOGLPDas93yJcC,dog,Mixed Breed,None,female,black,golden,medium,no,yes,yes,2019-01-22,99,no,yes,no,yes,no,Available to foster
31663,Candy,foster home,60,adult,povB7LwadRjwAip,dog,Silky Terrier,Mixed Breed,female,golden,cream,medium,yes,yes,yes,2019-01-13,108,no,no,yes,yes,yes,Not available to foster
31664,Charcoal,foster home,1,baby,JFZaqJ9gUHB2qOG,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-02-26,64,medical,yes,no,no,no,Not available to foster
31665,Cute Brown Pup,foster home,3,baby,2M0qhFlV8vFIekH,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-02-15,75,no,no,no,yes,yes,Not available to foster
31666,Christmas,foster home,8,young,rtv2iuI7OxrMx4U,dog,Spitz,Spitz,female,brown,cream,small,yes,no,yes,2019-03-27,35,no,yes,no,yes,yes,Not available to foster
31667,CookieGirl,foster home,3,baby,I4zTRqpHcoYmlkA,dog,Mixed Breed,None,female,black,brown,medium,no,yes,yes,2019-02-13,77,no,no,no,yes,yes,Not available to foster
31668,Kyan Wolfe,shelter,1,baby,i14s5Gn2dZVjlWo,cat,Domestic Short Hair,None,male,brown,gray,medium,no,no,yes,2019-02-23,67,no,no,yes,yes,no,Available to foster
31669,(No Name - She Is Just A Stray),shelter,4,baby,5SYVI3RsOOcD9Nb,cat,Sphynx (hairless cat),None,female,yellow,cream,small,no,no,yes,2019-01-23,98,no,yes,yes,no,yes,Available to foster
31670,Jessy,foster home,1,baby,x6epA6FUmAROCEp,cat,Domestic Medium Hair,None,female,white,None,small,no,no,yes,2019-04-24,7,no,yes,no,yes,no,Not available to foster
31671,Serena,foster home,2,baby,v1wUKuB3fCDLPtn,cat,Domestic Short Hair,None,female,brown,golden,medium,no,no,yes,2019-04-30,1,no,yes,no,yes,yes,Not available to foster
31672,Sabre,home,9,young,CmKP7UDqWTYPGna,cat,Silver,Tabby,female,black,gray,medium,no,yes,yes,2019-04-28,3,no,no,yes,no,no,Adopted
31673,Neko-chan,foster home,2,baby,94WbszZ1w8Gsn6O,cat,Domestic Short Hair,Domestic Medium Hair,male,gray,white,medium,no,yes,yes,2019-02-21,69,no,yes,no,no,no,Not available to foster
31674,Pekengese Without Mka,shelter,3,baby,1TmRMJZkTGJsuXh,dog,Pekingese,None,male,brown,cream,small,no,yes,no,2019-01-11,110,no,yes,no,yes,yes,Available to foster
31675,Romeo,home,3,baby,84XWQ5KdmbhvBru,dog,Mixed Breed,None,male,brown,None,medium,no,yes,yes,2019-01-14,107,no,yes,yes,yes,no,Adopted
31676,Kiki,shelter,18,young,ijGVCkEnEvjOGyx,cat,Persian,Oriental Long Hair,female,cream,white,medium,no,yes,no,2019-01-23,98,no,no,no,yes,no,Available to foster
31677,No name,foster home,1,baby,ig5MFvQzDRgjp3i,cat,Domestic Medium Hair,None,male,black,white,small,no,no,yes,2019-04-26,5,no,yes,no,yes,yes,Not available to foster
31678,Pong Pong,shelter,10,young,l5iSt5Eytxs8d8L,cat,American Shorthair,None,male,black,gray,medium,no,yes,no,2019-01-26,95,no,yes,yes,yes,yes,Pending
31679,Blue,shelter,12,young,zovOcYmWendt2az,cat,Domestic Medium Hair,None,male,gray,white,small,no,no,yes,2019-02-20,70,no,no,no,yes,yes,Pending
31680,Melody,shelter,12,young,7WzVa4Xpn07o15r,dog,Mixed Breed,None,female,cream,None,small,no,yes,yes,2019-03-19,43,no,yes,yes,yes,yes,Available to foster
31681,Yoda,shelter,48,adult,rCgwnkYCuMaCcac,dog,Shih Tzu,Poodle,male,white,None,small,no,yes,yes,2019-04-02,29,no,no,yes,yes,no,Pending
31682,Ginger,shelter,1,baby,UrSNWvlx9ufzoyl,cat,Domestic Short Hair,None,female,yellow,None,medium,no,no,yes,2019-03-28,34,no,no,no,yes,no,Available to foster
31683,Mou Mou,home,12,young,a5oybzT4hgEgO9g,dog,Mixed Breed,None,male,golden,None,medium,no,no,no,2019-02-19,71,no,yes,no,yes,no,Adopted
31684,Mimi,shelter,6,baby,DNA45v5jidbdRjb,cat,Domestic Short Hair,None,female,yellow,None,small,yes,yes,yes,2019-02-23,67,no,yes,yes,yes,no,Pending
31685,Blackie,home,36,adult,wd1EmvmD0VDwws0,dog,Schnauzer,Mixed Breed,male,black,white,medium,no,no,yes,2019-01-05,116,no,yes,no,yes,yes,Adopted
31686,Doosan,shelter,7,young,nSBcZ499Qps4WTX,dog,Wirehaired Terrier,Terrier,male,cream,None,medium,yes,yes,yes,2019-04-09,22,no,no,no,yes,yes,Pending
31687,Ababa,shelter,2,baby,AxVF4iqHlqDWXgZ,dog,Mixed Breed,None,female,black,brown,medium,no,no,no,2019-01-12,109,no,no,no,yes,yes,Pending
31688,Batman The Super Kitten,home,1,baby,S5muwzEGiKZGOKm,cat,Tuxedo,Ragdoll,male,black,white,small,no,no,no,2019-01-01,120,no,yes,no,yes,yes,Adopted
31689,Ah Choi,shelter,12,young,PvWJ9E9zzKWja79,dog,Mixed Breed,Mixed Breed,male,black,cream,medium,yes,yes,no,2019-01-24,97,no,no,yes,yes,yes,Pending
31690,Mr. Handsome1,foster home,24,young,1P5kPzvd9t8B9lw,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-01-26,95,no,no,yes,yes,yes,Not available to foster
31691,Gingy,foster home,3,baby,4Vug5471skCWbAM,cat,Domestic Medium Hair,None,male,yellow,None,large,no,yes,no,2019-01-09,112,no,no,yes,yes,yes,Not available to foster
31692,Jerry,foster home,14,young,x4PNB8Od4WwnIV9,cat,Domestic Short Hair,None,male,black,white,large,no,no,no,2019-04-13,18,no,no,yes,yes,yes,Not available to foster
31693,Gingerku,shelter,24,young,0VaccupooEXGWuW,cat,Persian,None,male,golden,yellow,large,no,no,yes,2019-03-05,57,no,no,no,yes,yes,Available to foster
31694,Albert,shelter,7,young,hL5jV7Lwe8c2an1,cat,Bengal,Tiger,male,black,brown,medium,no,no,yes,2019-02-24,66,no,no,yes,yes,no,Available to foster
31695,Orange,shelter,18,young,WoC6N9AOiAki3wM,cat,Domestic Short Hair,None,female,black,golden,medium,yes,no,yes,2019-01-21,100,no,no,no,no,no,Pending
31696,CAMEO I,shelter,3,baby,Ik3ZlF2e12pvIyp,cat,Domestic Short Hair,None,female,black,white,small,no,no,yes,2019-01-07,114,no,yes,yes,no,no,Available to foster
31697,Kopi,home,48,adult,ZlO61RGMh0OxJKP,dog,Mixed Breed,Mixed Breed,female,black,None,medium,no,no,yes,2019-02-15,75,no,no,no,no,yes,Adopted
31698,Small,shelter,6,baby,Yx4YroY44au4k39,dog,Mixed Breed,None,male,golden,None,small,yes,yes,yes,2019-01-21,100,no,no,yes,yes,no,Available to foster
31699,Jam,foster home,2,baby,gwilM6mLHTGATUz,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-05-01,0,no,no,no,yes,no,Not available to foster
31700,Dolce Maria,foster home,2,baby,hE7WulT0EQUOYsx,dog,Mixed Breed,None,female,black,yellow,medium,no,no,yes,2019-04-23,8,no,yes,yes,yes,no,Not available to foster
31701,Funky,shelter,4,baby,8v2GR1A7ERzdXuW,cat,Persian,Domestic Medium Hair,male,black,white,medium,no,yes,yes,2019-03-13,49,no,yes,yes,yes,no,Available to foster
31702,Honey,shelter,2,baby,27jmcinKCIJVgD7,cat,Domestic Short Hair,None,female,brown,None,small,no,no,yes,2019-03-12,50,no,yes,no,yes,no,Pending
31703,Little White,foster home,10,young,cxKlRZA30mch5bQ,dog,Jack Russell Terrier,None,female,brown,white,small,no,yes,yes,2019-02-14,76,no,yes,yes,yes,yes,Not available to foster
31704,"""Pumpkin"" - Applehead Chihuahua",shelter,60,adult,Htf4gYZSs7soY87,dog,Chihuahua,None,female,black,white,small,no,yes,no,2019-01-15,106,no,yes,yes,yes,yes,Pending
31705,Fatty,foster home,5,baby,EUubsnQi6mf8qy7,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-03-18,44,no,no,no,yes,no,Not available to foster
31706,Yeo Chi,foster home,36,adult,QU17tAZczbYE1pQ,cat,Domestic Short Hair,None,female,brown,gray,medium,yes,no,yes,2019-02-10,80,no,no,yes,yes,no,Not available to foster
31707,GentleTabby Kitten Looking For Home,home,5,baby,vceUSkJsd8GyB8X,cat,Domestic Short Hair,None,female,black,yellow,medium,no,no,yes,2019-03-17,45,no,no,no,yes,yes,Adopted
31708,Kitten RA15,home,2,baby,hRVaa5d1sFSl56M,cat,Domestic Short Hair,None,female,cream,white,medium,no,no,yes,2019-05-01,0,no,no,no,yes,no,Adopted
31709,BiangPang,home,6,baby,PyTj3tIUAJ906tr,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-04-01,30,no,yes,no,yes,yes,Adopted
31710,1 Month Old Puppy,home,1,baby,K7c3aTsfBlEX81H,dog,Mixed Breed,Mixed Breed,female,black,yellow,small,no,no,yes,2019-03-05,57,no,no,no,yes,yes,Adopted
31711,Cherry,home,1,baby,lRdhlgMTOj7JAJE,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-03-26,36,no,yes,yes,no,yes,Adopted
31712,Kuro Kuro (temporarily Name),home,6,baby,UBHi7noxVV1he4h,dog,Poodle,None,male,black,None,medium,no,no,no,2019-03-22,40,no,no,yes,yes,no,Adopted
31713,Saffi,shelter,4,baby,kuKUEsa0lDzjCV8,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-03-26,36,no,yes,yes,yes,yes,Available to foster
31714,*golden Eyes- Blackie*,shelter,1,baby,hMhDP6E0D5rXFr1,cat,Domestic Medium Hair,None,male,black,None,medium,no,no,yes,2019-03-24,38,no,yes,yes,no,yes,Available to foster
31715,Isabelle,foster home,96,senior,xauyHOKT8KcytRd,dog,Cavalier King Charles Spaniel,None,female,brown,white,small,no,yes,yes,2019-03-07,55,no,no,yes,no,yes,Not available to foster
31716,No name,home,1,baby,zvygITJgPWddT8F,dog,Mixed Breed,Mixed Breed,male,white,None,medium,no,no,no,2019-01-22,99,no,no,no,yes,no,Adopted
31717,BULAT,home,12,young,XBrcyBlQgRCHDrI,cat,Domestic Long Hair,Domestic Long Hair,male,black,None,medium,no,no,yes,2019-01-24,97,no,no,yes,yes,no,Adopted
31718,Litty Puppy,shelter,1,baby,CYvuFxPeFcKEdYI,dog,Mixed Breed,Mixed Breed,male,brown,gray,small,no,no,yes,2019-02-10,80,no,yes,yes,yes,yes,Available to foster
31719,Cherry,home,13,young,wurfE6sBH8FbHMr,dog,Mixed Breed,Mixed Breed,female,white,None,small,yes,no,yes,2019-03-20,42,no,yes,no,yes,yes,Adopted
31720,Happy,home,24,young,Rm7vbdwjKP6NE6H,dog,Mixed Breed,None,female,black,None,medium,yes,yes,yes,2019-04-03,28,no,yes,yes,yes,yes,Adopted
31721,Cookie,foster home,9,young,TGK2gS65F25Nb7v,dog,Mixed Breed,None,female,black,brown,medium,yes,yes,yes,2019-03-25,37,no,no,no,yes,no,Not available to foster
31722,Buster,foster home,6,baby,sf6mzD2I4PAIp1O,cat,American Shorthair,None,male,yellow,white,small,no,no,yes,2019-02-10,80,no,yes,yes,yes,yes,Not available to foster
31723,Lela,shelter,6,baby,mGmC90KjPr7rYWp,cat,Tabby,None,female,gray,None,medium,no,no,no,2019-04-25,6,no,no,no,yes,yes,Available to foster
31724,Girl Kitten,foster home,3,baby,8hhU2bgAsm5cCE9,cat,Domestic Short Hair,Tabby,female,black,brown,medium,no,no,yes,2019-03-12,50,no,yes,no,yes,no,Not available to foster
31725,Bruno Bear,home,2,baby,p8hGdLuZef98LCj,cat,Domestic Medium Hair,Tabby,male,black,brown,medium,no,yes,yes,2019-01-25,96,no,no,no,no,yes,Adopted
31726,Lakey,foster home,1,baby,krAuOxufmODXxdk,dog,Mixed Breed,None,male,black,None,medium,no,no,yes,2019-02-20,70,no,no,yes,yes,no,Not available to foster
31727,Stripe,foster home,3,baby,XaExaWax0H04lMI,cat,Domestic Short Hair,None,female,black,brown,medium,no,no,yes,2019-03-11,51,no,yes,yes,yes,no,Not available to foster
31728,Norman,home,30,adult,4EOdCXct9MlZWP3,dog,Schnauzer,Poodle,male,black,None,small,yes,yes,yes,2019-02-16,74,no,no,no,yes,no,Adopted
31729,6,foster home,4,baby,uIHdnMpeXUq9Q0Y,cat,Domestic Short Hair,None,female,black,golden,small,no,no,yes,2019-01-05,116,no,yes,no,yes,no,Not available to foster
31730,Kitten,shelter,1,baby,HTfLv5u0Xu0Tdc0,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-04-29,2,no,yes,yes,yes,no,Pending
31731,Baby,shelter,1,baby,meRSdfkHRru577z,cat,Domestic Medium Hair,None,female,black,golden,small,no,no,no,2019-02-02,88,no,yes,yes,yes,no,Available to foster
31732,BeBe-Shih Tzu,shelter,72,senior,D8vnOPIrpmy43Tw,dog,Shih Tzu,None,female,brown,golden,medium,no,no,no,2019-01-04,117,no,no,no,yes,no,Pending
31733,Mimi,shelter,10,young,sEa8RKCTfxI15dj,cat,Domestic Short Hair,None,female,black,white,medium,yes,yes,yes,2019-02-23,67,no,yes,no,yes,yes,Pending
31734,Puppy 3,foster home,1,baby,NWPb6w9Y9w3PxHu,dog,Mixed Breed,Mixed Breed,female,white,None,medium,no,yes,yes,2019-04-25,6,no,no,no,yes,no,Not available to foster
31735,Unknown,foster home,24,young,pKqIiKVa1CgosX3,dog,Spitz,Shih Tzu,male,brown,white,medium,no,no,yes,2019-01-12,109,no,no,no,yes,yes,Not available to foster
31736,Ken,foster home,12,young,u8FjkVujGhE19tS,dog,Mixed Breed,None,male,black,brown,medium,no,no,no,2019-02-19,71,no,no,no,yes,no,Not available to foster
31737,Si Putih,shelter,4,baby,MThxqEzn6Udr0sb,cat,American Curl,American Shorthair,male,cream,white,medium,no,no,yes,2019-01-30,91,no,no,no,yes,no,Pending
31738,No name,home,1,baby,b1vLs1sYvGtu42P,dog,Mixed Breed,Mixed Breed,female,black,None,medium,no,yes,yes,2019-04-20,11,no,no,no,yes,yes,Adopted
31739,Cici,shelter,3,baby,2LtszE6AMnr8dCu,cat,Domestic Short Hair,Siamese,female,black,yellow,small,no,no,yes,2019-03-08,54,no,yes,no,yes,no,Available to foster
31740,Abby,foster home,2,baby,W1xbCfhHGjwqtTY,dog,Mixed Breed,None,female,black,None,medium,no,yes,yes,2019-03-17,45,no,no,yes,yes,no,Not available to foster
31741,Ray (Of Hope),shelter,1,baby,tsC2I8TqFrAN2Ex,cat,Tabby,None,male,gray,None,small,no,no,yes,2019-02-04,86,no,no,yes,yes,yes,Available to foster
31742,Factory Pup Milo,home,3,baby,NJWGmEdBvkgIUee,dog,Mixed Breed,None,male,brown,white,medium,no,yes,yes,2019-04-16,15,no,yes,no,yes,no,Adopted
31743,Tammy,foster home,12,young,CWdwbMpBJbMGXng,dog,Mixed Breed,None,female,black,None,medium,yes,no,yes,2019-03-07,55,no,no,no,yes,yes,Not available to foster
31744,Oreo,home,36,adult,BcRFFJRK9nPuRsC,dog,Mixed Breed,None,male,black,brown,small,no,yes,yes,2019-01-02,119,no,yes,no,yes,yes,Adopted
31745,Shankly,shelter,7,young,Ctit9WzLZi8HNcH,cat,Domestic Short Hair,None,male,yellow,white,medium,yes,no,no,2019-01-07,114,no,yes,yes,yes,no,Available to foster
31746,Cutie,home,2,baby,WAEZLTth8f3D7LR,dog,Boston Terrier,None,female,yellow,cream,small,no,no,yes,2019-03-13,49,no,yes,no,yes,yes,Adopted
31747,Lucky The Pup,shelter,3,baby,IUAMOpxOU4okbmh,dog,Terrier,Mixed Breed,male,brown,white,medium,no,no,no,2019-02-10,80,no,no,yes,yes,yes,Pending
31748,Rescued,shelter,1,baby,nhGnpwQB44hNhOj,cat,Tuxedo,None,male,black,white,medium,no,no,no,2019-03-20,42,no,no,yes,yes,no,Pending
31749,Dango,foster home,2,baby,8B2VIeGQHx8AZMu,dog,Shar Pei,Mixed Breed,female,black,brown,medium,no,yes,no,2019-01-13,108,no,yes,yes,yes,no,Not available to foster
31750,Mochi,home,48,adult,IpWx8f3XeB5DtV9,dog,Poodle,Poodle,male,cream,None,small,yes,yes,yes,2019-04-10,21,no,yes,no,no,no,Adopted
31751,Cliff-ord,foster home,2,baby,pMmP62dwIQGRCwv,dog,Mixed Breed,Spitz,male,golden,cream,medium,no,no,yes,2019-03-14,48,no,yes,no,yes,yes,Not available to foster
31752,Jeri,home,2,baby,rMP0D3yta0fMFLo,dog,Mixed Breed,None,male,black,brown,medium,no,yes,no,2019-03-14,48,no,no,yes,yes,yes,Adopted
31753,Teem Teem,foster home,48,adult,i2fGLSCc2zCGBzC,cat,Domestic Short Hair,None,female,black,brown,medium,yes,yes,no,2019-02-09,81,no,yes,yes,yes,no,Not available to foster
