animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus,shelterId,description
31073,HuggieBoy,foster home,3,baby,VIUhn9e8iWar1fp,dog,Mixed Breed,None,male,brown,golden,small,no,yes,yes,2019-01-02,119,no,yes,yes,yes,yes,Not available to foster,0,"HuggieBoy was found on the street and rescued by an aunty called Jocelyn. She found a mother dog with 4 of her puppies on the road. Jocelyn HuggieBoy is the only male puppy among the 4 of them.Jocelyn rescued these dogs and had no place to keep them. Thanks to Mayo Vet Clinic for letting out a little small area for Aunty Jocelyn to keep the dog.However they are still small in size,when they grew up,Jocelyn have no choice but the send them to the shelter.This pet profile is exclusive for HuggieB"
31074,Dexter Jnr,shelter,3,baby,82C05OOPMiYlD2G,dog,Mixed Breed,Terrier,male,cream,None,small,no,yes,yes,2019-03-01,61,no,no,no,no,yes,Available to foster,91004,"ADOPTION FEE INCLUDES FINAL TWO VACCINATIONS AND DESEXING. Dexter is an extremely intelligent pup who picks up training easily. He is great with any age group and other dogs. Though he is fearless and mischievious at playtime, there is nothing he enjoys more than snuggling up to his human companions on the couch or in bed. Dexter is suited to being an indoors family pet and would benefit from having another dog around too. *The majority of our puppies are rescued so we can only guess their bree"
31075,Tarzan,foster home,2,baby,Pl0VbLtWhRTa4cP,cat,Domestic Short Hair,None,male,black,brown,medium,no,yes,yes,2019-04-09,22,no,yes,no,yes,no,Not available to foster,0,small adorable kitten.
31076,No name,home,2,baby,qcsBOie7YeYN4Yh,dog,Mixed Breed,None,male,black,white,medium,no,no,yes,2019-04-18,13,no,no,no,no,yes,Adopted,0,natural long tail.
31077,Bobo,foster home,23,young,ZnwmPECTX5a78ZG,cat,Domestic Long Hair,None,male,gray,white,large,no,yes,yes,2019-01-29,92,behavioral,no,no,yes,yes,Not available to foster,0,Thanks Aki for adopting Bobo ^_^.
31078,Nancy,home,2,baby,tdXnqfLPsRqM45u,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,no,yes,2019-04-06,25,no,yes,yes,yes,no,Adopted,0,For Adoption
31079,IO-Female-01,home,2,baby,U2Jjqf0yv9tOlOC,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-01-21,100,no,yes,yes,yes,no,Adopted,0,"Please help these puppies find good homes...A drain is definitely not a place we can call home! For adoption, kindly contact. Fosterer(s) are welcome, too."
31080,Romeo,foster home,2,baby,B57MvKR3ilp83MR,dog,Mixed Breed,Mixed Breed,male,brown,white,medium,no,yes,yes,2019-02-21,69,no,no,yes,yes,yes,Not available to foster,0,for adoption
31081,Mica,home,108,senior,2zq0u54hlh8JgP3,dog,Pomeranian,Pekingese,female,brown,None,small,no,no,yes,2019-01-29,92,no,yes,no,yes,no,Adopted,0,"She is an old dog that needs a good family to take care of her. She was an abandoned dog that I adopted and now that I am moving back to Sarawak, I can no longer take care of her...she is not that up and going like younger dogs but she will stick to you when she knows you sayang her...she can be jealous when other dogs are around but can be easily corrected to make peace with them... one of her eye is blind most probably was beaten with something before I got her because sometimes when I carry "
31082,No name,shelter,3,baby,G5zjyy1NHlb1RUy,dog,Mixed Breed,None,female,brown,None,medium,no,yes,no,2019-03-09,53,no,no,no,yes,yes,Available to foster,91008,3month old puppy for adoption call
31083,Milo,home,4,baby,sMJ8f6IKAW1uksy,dog,Mixed Breed,None,female,black,brown,medium,no,yes,yes,2019-03-07,55,no,yes,no,yes,yes,Adopted,0,Cute healthy puppy looking for a home Mix breed. Mother stray dog gave birth near the house area
31084,Mehri,shelter,24,young,4SJIvYTDCsQgURH,cat,Siamese,Tabby,female,yellow,white,medium,yes,yes,yes,2019-03-10,52,no,no,yes,yes,yes,Available to foster,91013,"we found this cat in bad position we send for surgery and clinic after 1 month treatment she is very good now and calm and friendly we don't want send her to street as she is healthy and adopted in house ,she is toilet trained ..."
31085,Giggs,home,96,senior,n9qdRds8kizHdyF,dog,Old English Sheepdog,None,male,black,golden,medium,yes,yes,yes,2019-02-12,78,no,no,yes,no,no,Adopted,0,"Giggs is a healthy adorable doggie despite his age. He needs a new home as his owner is migrating and can't bring him along. He is a good watchdog, alert and active. Some pictures were taken just before his grooming, and the rest were after grooming for easier maintenance. Regular grooming is required. He gets along with other dogs and loves attention. Please give him a home. Owner is keeping him after second thoughts."
31086,Lily,home,30,adult,HRB6Tro7LIAOIOW,dog,Miniature Pinscher,None,female,black,golden,small,no,yes,no,2019-04-22,9,no,no,no,yes,no,Adopted,0,"Note: 1. Very cheerful, hipper active little gal, that will never bite your shoes or disturb any of your belongings. House trained and understand some basic tricks. Looking for someone that have already have a small friendly dog and decent amount space for lily to play around. Not for busy people. 2. Direct adopter only, not for someone who is adopting for parents/brother/sister/husband/wife ...etc. Someone who can bear the full responsibility. 3. Absolutely no breeders. 4. If adopter is from a"
31087,Elegant Kitty,shelter,2,baby,D6asEUlQNVLJKzt,cat,Domestic Short Hair,Domestic Short Hair,male,brown,cream,small,no,no,yes,2019-04-05,26,no,no,yes,no,yes,Pending,91010,"Very pretty active kitten white greyish kitten with greyish face and long tail. Got some yellow markings on the ears, tail."
31088,Junior.,foster home,2,baby,CmKBKsGENZZlJhK,cat,Domestic Short Hair,None,male,black,gray,medium,no,no,no,2019-01-17,104,no,no,no,yes,no,Not available to foster,0,"Junior is the last kitten from a batch of four which were abandoned in a box. Two others were successfully adopted, and sadly one did not survive. Junior is a lovely kitten, active, playful and quite affectionate. He is currently enjoying the company of two other older kittens that I am fostering, but he is growing rapidly and needs someone to give him the love and attention that he needs. Interested adopters are recommended to come meet Junior first before you make your decision. I am availabl"
31089,Max,home,72,senior,NJlEqGtR984hdsC,dog,Spitz,Collie,male,black,brown,medium,no,no,yes,2019-04-10,21,no,yes,no,yes,no,Adopted,0,"Max was found running around at the Penchala Link Toll. Took me 45 minutes of running around together with 3 strangers to catch her. She looks well taken care off and is very mellow. Well behaved. For more information please see Its been nearly a month and I""m desperately looking for a home for him."
31090,Jasmine,foster home,4,baby,jhG07EPyTsf6O9a,cat,Domestic Short Hair,None,female,golden,white,small,no,no,yes,2019-01-02,119,no,no,no,no,no,Not available to foster,0,She is very active and loves playing. I'm currently having some personal problems and i can't afford to have her so i'm giving her out for adoption. She needs a loving home.
31091,Toby,foster home,2,baby,ii4CeN7dNIES9MQ,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-01-06,115,no,yes,yes,yes,no,Not available to foster,0,rescued puppy for adoption. Pls call- for more info/to view or to adopt!! Come view puppies for adoption at our adoption booth every Saturday from 1.30 to 6.30pm!! View more at www.rescue2rehome.blogspot.com
31092,Xena,home,3,baby,2c8TxTeelI019by,dog,Mixed Breed,None,female,black,None,medium,no,yes,yes,2019-04-24,7,no,yes,no,yes,yes,Adopted,0,"Xena is a very adventurous, warrior dog who will guard your house and be your loyal companion! Call me if interested :)"
31093,Xuan Xuan,foster home,7,young,4rfSPRtZPOcweX0,cat,American Shorthair,None,female,black,white,medium,no,no,yes,2019-02-15,75,no,yes,yes,no,yes,Not available to foster,0,"she's a homeless kitty, please kindly adopted her , take care of her and love her as your family member. If someone interesting please mail me"
31094,Fluffy,home,1,baby,TB2enJpYV5kLF0r,cat,Manx,None,female,black,brown,medium,no,no,yes,2019-04-02,29,no,yes,no,yes,yes,Adopted,0,"Found her wounded near my neighbourhood last week. Fluffy is approx 1 month old, very smart (potty trained in 2 days!) and obedient. Unsure about gender. We really want to keep her but our place is not suitable. Hoping to find a good owner for her."
31095,Aiko,shelter,2,baby,hb3JVYd22y1lT2U,dog,Mixed Breed,None,female,black,brown,medium,no,no,no,2019-01-11,110,no,yes,no,yes,no,Available to foster,91006,Lovely puppy wth no tail looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Albert.
31096,Moz The Golden Kitten,foster home,1,baby,43TfdiL2xPcItYA,cat,Domestic Short Hair,None,male,golden,None,medium,no,no,no,2019-04-25,6,no,no,no,yes,yes,Not available to foster,0,Kitten was abandoned by its mommy behind my house about 2 weeks ago. Kitten was approximately 2 weeks old then? Was still nursing hence didn't put up the adoption notice then. He (I think) has grown a lot stronger and much more active. Still needs to bottle feed him though. Can't keep him for long hence need an adoptive family urgently. Will provide the milk & the bottle too. Kindly contact for him. Thank you.
31097,Uteh,shelter,4,baby,FyrSWF1YdQ345Gs,cat,Domestic Medium Hair,Domestic Medium Hair,male,white,None,small,no,no,yes,2019-01-09,112,no,no,yes,yes,no,Available to foster,91002,"kitten, male, for adoption,"
31098,Ella,home,2,baby,oBDAUXNb9Ns5xF5,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-04-01,30,no,no,yes,yes,yes,Adopted,0,Lovely puppy looking for home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
31099,Lucy,home,11,young,qapZgo14KSSHVAA,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-02-07,83,no,yes,yes,yes,yes,Adopted,0,Looking for an adopter whom appreciate mixed terrier
31100,Addie,home,7,young,tILc9d1KObvMArw,dog,Mixed Breed,None,female,black,None,small,yes,yes,yes,2019-03-14,48,no,no,no,yes,yes,Adopted,0,"Addie is a very loving and alert dog. She is small and active. She gets along well with other dogs and cats. She has been spayed and is current on all her vaccinations. The home she goes to should be one that will give her the care, affection and security that she deserves. Please contact me if you are able to provide the type of home that she will be happy in. We are willing to provide transportation to her new home if necessary."
31101,Snoopy,home,2,baby,Px8E3HDHj5t6h8Q,dog,Mixed Breed,None,male,black,brown,medium,no,no,no,2019-03-04,58,no,no,yes,no,yes,Adopted,0,"I found Snoopy at the workshop in my area in Selayang, where there are many other dogs kept and not fed or given the water. Snoopy is only a month old, cute and healthy, he should be given a chance to have a loving, forever home."
31102,No Name,shelter,36,adult,ql6HfoaGqKNPALb,dog,Poodle,Silky Terrier,female,cream,None,medium,yes,yes,yes,2019-04-13,18,no,yes,no,yes,yes,Pending,91003,"female, spayed recently, abandoned by owner, very healthy, currently in melaka mixed breed (poodle and silky??) i can deliver to KL/ klang valley please give her a chance to find a forever home"
31103,MuiMui,foster home,1,baby,JBvHO1Igdp5s2bY,dog,Mixed Breed,Mixed Breed,female,cream,None,medium,no,no,no,2019-01-16,105,no,yes,yes,yes,no,Not available to foster,0,"lovely & cute baby is looking for a good home. Her mummy is a beautiful spitz mixed, if u can give this lovely girl a sweet loving home,please contact me.thx =)"
31104,Angel,home,4,baby,KMVoQEGs5gRRhhr,dog,Mixed Breed,Husky,female,black,brown,medium,no,yes,no,2019-04-18,13,no,no,no,yes,yes,Adopted,0,Dog 4 Adoption
31105,Fluffy,shelter,4,baby,myIxXeTIP4hpddm,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-03-06,56,no,yes,yes,yes,yes,Available to foster,91013,Nice puppy looking for a forever home. Commitment to spay her is compulsory. Adopter need to pay a spaying fee of RM to vet in advance upon adoption. If u are interested to adopt pls contact Rachel.
31106,"Maru, Abu Dan Baik",foster home,4,baby,IypkBf8JkEVlxRW,cat,Domestic Short Hair,None,female,black,yellow,small,no,no,yes,2019-04-16,15,no,yes,no,yes,no,Not available to foster,0,Saya jumpe mereka ini tepi jalan berhampiran rumah saya. Ade 5 adik-beradik semuanya. Saya tidak mempunyai tempat yg selesa utk mereka.. Pada waktu ini mereka tinggal dibelakang rumah saya.. jika anda dapat membantu sila hubungi saya.
31107,Jasper,home,2,baby,0EM5Yvf7DxGraSN,dog,Mixed Breed,None,male,brown,white,medium,no,yes,yes,2019-01-06,115,no,yes,no,yes,yes,Adopted,0,"Jasper was found at a hawker centre covered with ticks. He is now very healthy, dewormed & vaccinated & waiting for a good home"
31108,BOXY,foster home,4,baby,0xhYHqQDENuZtnU,cat,Domestic Short Hair,None,female,black,gray,small,no,no,yes,2019-03-10,52,no,no,no,yes,yes,Not available to foster,0,"Along is a playful kitten that loves to eat. Shee is used to staying indoors and uses her litter tray. She likes being around people, very manja. He is used to being free to roam in the house, and dislikes being caged. i name her ""boxy"" because she was found hiding behind boxes looked scared. Terms and conditions for adopting Boxy: 1) must be kept indoors only 2) must not be allowed to roam freely outside 3) must not be caged for long periods of time 4) must be neutered when he is 5 months old "
31109,Sparky,foster home,1,baby,H1Xd5DUfTT9WeLH,cat,Domestic Medium Hair,None,female,black,golden,medium,no,no,yes,2019-04-04,27,no,no,yes,yes,no,Not available to foster,0,she is very small and playful and would love to be living in your home :) please adopt her.
31110,Bobos Sister,home,3,baby,yWUAhvCdfokpTEn,cat,Domestic Short Hair,None,female,black,brown,small,no,no,yes,2019-02-13,77,no,yes,no,yes,no,Adopted,0,"This is probably Bobos sister (see my other pet profile for Bobo). About 3 month like her, same eyes. She is living with a lot of other cats in the compound of a friend. She is very human bonded and friendly: always at the guard house - the guards provide some food and fresh water for the cats - most of the time lying on the chairs :) and coming to meet me every time I look for Bobo. She is even climbing on the lap or back if possible - wants to have full attention! Very playful but also relaxe"
